"","accession","domain","family","genome_type","host","isolate","order","size","subfamily","subgenome_type","topology","virus","Host_name","species_level"
"1136","NC_019408","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",223720,NA,"Phicbkvirus","linear","Caulobacter virus Rogue","Caulobacter_crescentus","Yes"
"1137","NC_019407","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",218929,NA,"Phicbkvirus","linear","Caulobacter virus Magneto","Caulobacter_crescentus","Yes"
"1138","NC_019406","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",279967,NA,NA,"linear","Caulobacter phage CcrColossus","Caulobacter_crescentus","Yes"
"1139","NC_019405","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Caulobacter crescentus",NA,"Caudovirales",215710,NA,"Phicbkvirus","linear","Caulobacter virus phiCbK","Caulobacter_crescentus","Yes"
"1140","NC_020858","Viruses",NA,"dsDNA viruses, no RNA stage","Sulfitobacter sp. CB2047",NA,NA,40929,NA,"unclassified dsDNA phages","circular","Sulfitobacter phage pCB2047-A","Sulfitobacter_sp","Yes"
"1141","NC_020856","Viruses",NA,"dsDNA viruses, no RNA stage","Sulfitobacter sp. CB2047",NA,NA,40931,NA,"unclassified dsDNA phages","circular","Sulfitobacter phage pCB2047-C","Sulfitobacter_sp","Yes"
"1142","NC_023548","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Citrobacter rodentium",NA,"Caudovirales",39651,NA,"unclassified Autographivirinae","linear","Citrobacter phage CR8","Citrobacter_rodentium","Yes"
"1143","NC_024391","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",41941,NA,NA,"circular","Staphylococcus phage DW2","Staphylococcus_aureus","Yes"
"1144","NC_024390","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc pseudomesenteroides LN02",NA,"Caudovirales",26752,NA,NA,"linear","Leuconostoc phage phiLN03","Leuconostoc_pseudomesenteroides","Yes"
"1145","NC_024389","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc mesenteroides LN05",NA,"Caudovirales",28336,NA,NA,"linear","Leuconostoc phage phiLNTR2","Leuconostoc_mesenteroides","Yes"
"1146","NC_024388","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc mesenteroides LN05",NA,"Caudovirales",28022,NA,NA,"linear","Leuconostoc phage phiLN34","Leuconostoc_mesenteroides","Yes"
"1147","NC_024386","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc mesenteroides LN25",NA,"Caudovirales",28427,NA,NA,"linear","Leuconostoc phage phiLN25","Leuconostoc_mesenteroides","Yes"
"1148","NC_024385","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc pseudomesenteroides LN02",NA,"Caudovirales",28193,NA,NA,"linear","Leuconostoc phage phiLN12","Leuconostoc_pseudomesenteroides","Yes"
"1149","NC_024380","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc pseudomesenteroides LN02",NA,"Caudovirales",25740,NA,NA,"linear","Leuconostoc phage phiLN6B","Leuconostoc_pseudomesenteroides","Yes"
"1150","NC_024378","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Leuconostoc mesenteroides LN05",NA,"Caudovirales",28015,NA,NA,"linear","Leuconostoc phage phiLNTR3","Leuconostoc_mesenteroides","Yes"
"1151","NC_024381","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",43056,NA,"Septima3virus","linear","Pseudomonas phage vB_PaeS_SCH_Ab26","Pseudomonas_aeruginosa","Yes"
"1152","NC_024371","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68386,NA,NA,"linear","Mycobacterium phage Damien","Mycobacterium_smegmatis","Yes"
"1153","NC_024368","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",50610,NA,NA,"linear","Mycobacterium phage Pinto","Mycobacterium_smegmatis","Yes"
"1154","NC_024367","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Dinoroseobacter shibae DFL12",NA,"Caudovirales",75028,NA,"unclassified N4likevirus","linear","Dinoroseobacter phage DFL12phi1","Dinoroseobacter_shibae","Yes"
"1155","NC_024366","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",62661,NA,NA,"linear","Mycobacterium phage OkiRoe","Mycobacterium_smegmatis","Yes"
"1156","NC_024363","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68807,NA,"Pg1virus","linear","Mycobacterium phage Manad","Mycobacterium_smegmatis","Yes"
"1157","NC_024362","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Pseudomonas syringae pv. actinidiae",NA,"Caudovirales",40472,NA,"T7virus","linear","Pseudomonas phage phiPSA2","Pseudomonas_syringae","Yes"
"1158","NC_024354","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii ATCC 29544",NA,"Caudovirales",149162,NA,"Vequintavirinae","linear","Cronobacter phage CR8","Cronobacter_sakazakii","Yes"
"1159","NC_024365","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas syringae",NA,"Caudovirales",51090,NA,NA,"linear","Pseudomonas phage phiPSA1","Pseudomonas_syringae","Yes"
"1160","NC_024364","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",131952,NA,NA,"linear","Listeria phage List-36","Listeria_monocytogenes","Yes"
"1161","NC_024360","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Listeria monocytogenes",NA,"Caudovirales",138036,NA,NA,"linear","Listeria phage LMSP-25","Listeria_monocytogenes","Yes"
"1162","NC_024330","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",37380,NA,NA,"linear","Pseudomonas phage JD024","Pseudomonas_aeruginosa","Yes"
"1163","NC_023863","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio anguillarum PF4",NA,"Caudovirales",66316,NA,NA,"linear","Vibrio phage CHOED","Vibrio_anguillarum","Yes"
"1164","NC_005880","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",148317,NA,"Kayvirus","linear","Staphylococcus virus K","Staphylococcus_aureus","Yes"
"1165","NC_024137","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus cereus",NA,"Caudovirales",152778,NA,NA,"linear","Bacillus phage Bcp1","Bacillus_cereus","Yes"
"1166","NC_023604","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2155",NA,"Caudovirales",44306,NA,NA,"linear","Mycobacterium phage Jolie2","Mycobacterium_smegmatis","Yes"
"1167","NC_021342","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Edwardsiella ictaluri",NA,"Caudovirales",43378,NA,NA,"linear","Edwardsiella phage PEi21","Edwardsiella_ictaluri","Yes"
"1168","NC_024217","Viruses",NA,"dsDNA viruses, no RNA stage","Nitrincola sp. M3-16",NA,"Caudovirales",82438,NA,NA,"circular","Nitrincola phage 1M3-16","Nitrincola_sp","Yes"
"1169","NC_024215","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis",NA,"Caudovirales",54452,NA,NA,"linear","Lactococcus phage P078","Lactococcus_lactis","Yes"
"1170","NC_024214","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis",NA,"Caudovirales",55584,NA,NA,"linear","Lactococcus phage P162","Lactococcus_lactis","Yes"
"1171","NC_024209","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",67383,NA,NA,"linear","Mycobacterium phage Hawkeye","Mycobacterium_smegmatis","Yes"
"1172","NC_024208","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis",NA,"Caudovirales",54173,NA,NA,"linear","Lactococcus phage P118","Lactococcus_lactis","Yes"
"1173","NC_024203","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis",NA,"Caudovirales",53513,NA,NA,"linear","Lactococcus phage P092","Lactococcus_lactis","Yes"
"1174","NC_024212","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecalis 8413",NA,"Caudovirales",55726,NA,"Sap6virus","linear","Enterococcus phage VD13","Enterococcus_faecalis","Yes"
"1175","NC_024147","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",57315,NA,NA,"linear","Mycobacterium phage ZoeJ","Mycobacterium_smegmatis","Yes"
"1176","NC_024146","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",56702,NA,"Nonagvirus","linear","Enterobacteria phage 9g","Escherichia_coli","Yes"
"1177","NC_024143","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",53255,NA,NA,"linear","Mycobacterium phage Lamina13","Mycobacterium_smegmatis","Yes"
"1178","NC_024138","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",65243,NA,"Marvinvirus","linear","Mycobacterium phage MosMoris","Mycobacterium_smegmatis","Yes"
"1179","NC_024136","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51781,NA,NA,"linear","Mycobacterium phage Seabiscuit","Mycobacterium_smegmatis","Yes"
"1180","NC_024135","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",42392,NA,"Bernal13virus","linear","Mycobacterium phage Bernal13","Mycobacterium_smegmatis","Yes"
"1181","NC_024121","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Serratia marcescens",NA,"Caudovirales",167266,NA,"T4virus","linear","Serratia phage PS2","Serratia_marcescens","Yes"
"1182","NC_022088","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacilluls thuringiensis kurstaki",NA,"Caudovirales",163019,NA,"B4virus","linear","Bacillus phage Troll","Bacillus_thuringiensis","Yes"
"1183","NC_021783","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella enterica serovar Typhimurium SL1344",NA,"Caudovirales",59254,NA,"Chivirus","linear","Salmonella virus iEPS5","Salmonella_enterica","Yes"
"1184","NC_021530","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH7803",NA,"Caudovirales",171407,NA,NA,"linear","Synechococcus phage S-CAM8","Synechococcus_sp","Yes"
"1185","NC_021300","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Pseudoalteromonas marina CL-E25",NA,"Caudovirales",43882,NA,NA,"linear","Pseudoalteromonas phage RIO-1","Pseudoalteromonas_marina","Yes"
"1186","NC_020859","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH7803",NA,"Caudovirales",175430,NA,NA,"linear","Synechococcus phage S-RIM2 R1_1999","Synechococcus_sp","Yes"
"1187","NC_016656","Viruses",NA,"dsDNA viruses, no RNA stage","Synechococcus sp. WH8017",NA,"Caudovirales",45890,NA,NA,"circular","Cyanophage P-SSP2","Synechococcus_sp","Yes"
"1188","NC_023575","Viruses",NA,"dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,NA,45550,NA,"unclassified dsDNA phages","linear","Pseudomonas phage vB_PaeP_Tr60_Ab31","Pseudomonas_aeruginosa","Yes"
"1189","NC_023007","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus anthracis",NA,"Caudovirales",168876,NA,NA,"circular","Bacillus phage vB_BanS-Tsamsa","Bacillus_anthracis","Yes"
"1190","NC_023862","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",52136,NA,NA,"linear","Mycobacterium phage Alsfro","Mycobacterium_smegmatis","Yes"
"1191","NC_022069","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",55213,NA,NA,"linear","Mycobacterium phage Jabbawokkie","Mycobacterium_smegmatis","Yes"
"1192","NC_021867","Viruses",NA,"dsDNA viruses, no RNA stage","Flavobacterium psychrophilum strain MH1",NA,NA,46978,NA,"unclassified dsDNA phages","circular","Flavobacterium phage 6H","Flavobacterium_psychrophilum","Yes"
"1193","NC_023743","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli CFT073",NA,"Caudovirales",47180,NA,"Rogue1virus","linear","Escherichia phage EB49","Escherichia_coli","Yes"
"1194","NC_023736","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Ralstonia solanacearum",NA,"Caudovirales",40411,NA,"unclassified Autographivirinae","linear","Ralstonia phage RSB2","Ralstonia_solanacearum","Yes"
"1195","NC_023735","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Rhodococcus equi",NA,"Caudovirales",76797,NA,"Pepy6virus","linear","Rhodococcus phage ReqiPepy6","Rhodococcus_equi","Yes"
"1196","NC_023734","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Psychrobacter sp. MV2",NA,"Caudovirales",35725,NA,NA,"linear","Psychrobacter phage Psymv2","Psychrobacter_sp","Yes"
"1197","NC_023730","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",42594,NA,"Charlievirus","linear","Mycobacterium phage Redi","Mycobacterium_smegmatis","Yes"
"1198","NC_023729","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",43036,NA,"Charlievirus","linear","Mycobacterium phage Charlie","Mycobacterium_smegmatis","Yes"
"1199","NC_023722","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Rhodococcus equi",NA,"Caudovirales",59231,NA,NA,"linear","Rhodococcus phage ReqiPine5","Rhodococcus_equi","Yes"
"1200","NC_023719","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus megaterium str. ATCC 43725",NA,"Caudovirales",497513,NA,NA,"linear","Bacillus virus G","Bacillus_megaterium","Yes"
"1201","NC_023718","Viruses",NA,"unclassified bacterial viruses","Pseudomonas tolaasii",NA,NA,26499,NA,NA,"linear","Pseudomonas phage phiPto-bp6g","Pseudomonas_tolaasii","Yes"
"1202","NC_023717","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",151924,NA,"Vequintavirinae","linear","Cronobacter phage CR9","Cronobacter_sakazakii","Yes"
"1203","NC_023715","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Yersinia pestis",NA,"Caudovirales",38616,NA,"T7virus","linear","Yersinia phage Yep-phi","Yersinia_pestis","Yes"
"1204","NC_023706","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Rhodococcus equi",NA,"Caudovirales",75772,NA,NA,"linear","Rhodococcus phage ReqiDocB7","Rhodococcus_equi","Yes"
"1205","NC_023704","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",51421,NA,"L5virus","linear","Mycobacterium virus Doom","Mycobacterium_smegmatis","Yes"
"1206","NC_023700","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",34553,NA,"D3112virus","linear","Pseudomonas virus PA1KOR","Pseudomonas_aeruginosa","Yes"
"1207","NC_023694","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Rhodococcus equi",NA,"Caudovirales",78064,NA,"Pepy6virus","linear","Rhodococcus phage ReqiPoco6","Rhodococcus_equi","Yes"
"1208","NC_023688","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Aeromonas salmonicida",NA,"Caudovirales",222006,NA,"T4virus","linear","Aeromonas phage PX29","Aeromonas_salmonicida","Yes"
"1209","NC_023550","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus NRS382",NA,"Caudovirales",17869,NA,"unclassified P68virus","linear","Staphylococcus phage GRCS","Staphylococcus_aureus","Yes"
"1210","NC_023574","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactococcus lactis subsp. cremoris DPC6860",NA,"Caudovirales",128546,NA,NA,"linear","Lactococcus phage phiL47","Lactococcus_lactis","Yes"
"1211","NC_022757","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus paracasei 27139",NA,"Caudovirales",38880,NA,NA,"linear","Lactobacillus phage PL-1","Lactobacillus_paracasei","Yes"
"1212","NC_022756","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus paracasei 27092",NA,"Caudovirales",40931,NA,NA,"linear","Lactobacillus phage J-1","Lactobacillus_paracasei","Yes"
"1213","NC_022096","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa PAO1",NA,"Caudovirales",258139,NA,NA,"circular","Pseudomonas phage PaBG","Pseudomonas_aeruginosa","Yes"
"1214","NC_023605","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Vibrio alginolyticus Z1210",NA,"Caudovirales",41529,NA,NA,"linear","Vibrio phage PVA1","Vibrio_alginolyticus","Yes"
"1215","NC_023551","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus sp.",NA,"Caudovirales",40692,NA,NA,"linear","Enterococcus phage IME-EF4","Enterococcus_sp","Yes"
"1216","NC_023599","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis strain YM-03",NA,"Caudovirales",38772,NA,NA,"linear","Bacillus phage phiCM3","Bacillus_thuringiensis","Yes"
"1217","NC_023593","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli KBP1711",NA,"Caudovirales",76184,NA,"Phieco32virus","circular","Escherichia phage KBNP1711","Escherichia_coli","Yes"
"1218","NC_023591","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium abscessus subsp. bolletii strain F1660",NA,"Caudovirales",95705,NA,NA,"circular","Mycobacterium phage Adler","Mycobacterium_abscessus","Yes"
"1219","NC_023590","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Acinetobacter baumannii",NA,"Caudovirales",43050,NA,NA,"circular","Acinetobacter phage IME_AB3","Acinetobacter_baumannii","Yes"
"1220","NC_023588","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Stenotrophomonas maltophilia",NA,"Caudovirales",33525,NA,"P2virus","circular","Stenotrophomonas phage Smp131","Stenotrophomonas_maltophilia","Yes"
"1221","NC_023580","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",57775,NA,NA,"linear","Mycobacterium phage Saal","Mycobacterium_smegmatis","Yes"
"1222","NC_023578","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",69099,NA,NA,"linear","Mycobacterium phage Oaker","Mycobacterium_smegmatis","Yes"
"1223","NC_023572","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",42240,NA,NA,"linear","Mycobacterium phage MichelleMyBell","Mycobacterium_smegmatis","Yes"
"1224","NC_023563","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Mycobacterium smegmatis mc2 155",NA,"Caudovirales",68262,NA,"Pg1virus","linear","Mycobacterium phage Suffolk","Mycobacterium_smegmatis","Yes"
"1225","NC_023561","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Enterobacter cloacae clinial isolate EC7",NA,"Caudovirales",173276,NA,"Cc31virus","linear","Enterobacter phage PG7","Enterobacter_cloacae","Yes"
"1226","NC_023556","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Achromobacter xylosoxidans DSM 11852",NA,"Caudovirales",72329,NA,"unclassified N4likevirus","linear","Achromobacter phage JWAlpha","Achromobacter_xylosoxidans","Yes"
"1227","NC_023555","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Edwardsiella ictaluri",NA,"Caudovirales",43017,NA,"Eiauvirus","linear","Edwardsiella phage eiAU-183","Edwardsiella_ictaluri","Yes"
"1228","NC_023610","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora B0.1960 (NCAIM, Hungary)",NA,"Caudovirales",218339,NA,NA,"linear","Erwinia phage PhiEaH1","Erwinia_amylovora","Yes"
"1229","NC_023601","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas syringae pv. actinidiae ICMP 18800",NA,"Caudovirales",97906,NA,NA,"linear","Pseudomonas phage phiPsa374","Pseudomonas_syringae","Yes"
